city,temperature,rain,wind,humidity,claim_count_30d,avg_claim_amount,time_since_last_claim_hr,location_mismatch_score,speed_jump_kmh,accel_flatline_pct,risk_level,is_anomaly
Lucknow,41.7,26.1,0.0,85.0,11,484.32,10.6,91.8,221.3,72.8,MODERATE,1
Chennai,31.5,0.0,7.2,40.3,1,240.18,168.2,17.8,59.4,14.9,LOW,0
Mumbai,29.2,0.0,5.2,47.3,3,95.35,48.5,1.5,29.9,2.3,LOW,0
Jaipur,35.1,0.0,2.6,61.9,1,186.28,243.4,18.3,26.4,3.8,LOW,0
Delhi,38.1,0.0,2.1,45.0,2,66.98,212.8,19.2,45.0,16.8,LOW,0
Jaipur,38.1,0.0,5.2,59.6,2,59.17,165.5,14.0,25.8,24.7,LOW,0
Jaipur,42.0,0.0,5.7,57.4,3,53.42,307.6,5.7,12.6,18.5,LOW,0
Kolkata,28.9,71.6,7.1,93.7,10,461.21,5.8,57.6,275.1,70.6,ELEVATED,1
Hyderabad,32.4,0.0,1.2,63.7,3,245.3,693.4,24.5,63.4,29.7,LOW,0
Chennai,33.0,108.2,7.5,75.6,1,240.55,276.3,3.8,26.1,17.5,ELEVATED,1
Bengaluru,29.6,0.0,5.3,61.9,3,183.79,603.3,14.3,37.3,19.1,LOW,0
Jaipur,37.6,0.0,3.5,35.7,0,206.16,457.4,3.9,28.5,5.3,LOW,0
Chennai,32.7,0.0,9.4,65.4,2,244.86,263.7,16.2,31.4,26.8,LOW,0
Lucknow,38.4,0.0,2.0,61.8,0,113.69,464.4,24.6,70.1,4.8,LOW,0
Hyderabad,36.7,0.0,4.5,44.8,6,357.8,18.0,41.8,397.6,76.3,LOW,1
Kolkata,26.5,64.9,10.4,55.8,2,61.53,676.3,14.7,55.9,15.8,MODERATE,0
Pune,22.3,9.0,2.3,80.8,1,147.73,472.4,23.0,30.5,23.0,LOW,0
Bengaluru,30.2,0.0,1.2,33.9,2,66.48,610.8,0.3,68.9,13.5,LOW,0
Delhi,28.6,0.0,4.8,53.3,14,379.5,10.7,95.6,291.6,87.7,LOW,1
Bengaluru,23.2,15.7,7.1,73.5,2,107.18,186.2,10.0,62.8,14.6,LOW,0
Kolkata,31.0,0.0,2.9,40.5,2,106.93,245.2,7.8,59.8,16.7,LOW,0
Chennai,31.9,14.9,7.1,78.7,3,114.42,501.7,5.4,56.8,28.1,LOW,0
Mumbai,33.9,1.7,8.8,76.5,2,57.0,511.7,0.6,69.0,4.7,MODERATE,0
Pune,26.0,13.9,11.8,72.8,3,248.75,367.0,14.3,13.3,26.8,LOW,0
Mumbai,33.5,68.0,13.8,62.9,3,244.19,278.9,15.3,72.8,23.7,MODERATE,0
Chennai,34.6,24.9,11.0,82.4,2,184.48,364.2,2.2,31.0,2.8,MODERATE,0
Pune,33.3,0.0,6.8,52.3,0,191.12,272.9,18.8,49.6,13.8,LOW,0
Chennai,35.8,2.7,6.5,91.3,3,203.17,287.9,12.0,14.9,8.8,MODERATE,0
Jaipur,43.0,11.7,2.9,58.0,0,171.82,28.5,24.7,29.1,25.4,LOW,0
Delhi,32.1,0.0,8.1,52.4,3,230.46,221.9,16.3,42.8,17.9,LOW,0
Ahmedabad,36.0,0.0,4.7,64.8,3,200.84,192.7,4.2,31.5,23.0,LOW,0
Bengaluru,33.8,0.0,3.8,67.4,0,155.44,176.7,20.0,17.1,8.0,LOW,0
Lucknow,22.9,10.9,4.5,82.3,2,181.94,691.9,2.5,38.6,1.5,LOW,0
Mumbai,31.6,32.0,9.8,76.0,3,65.15,32.9,15.2,5.2,11.4,MODERATE,0
Jaipur,32.9,0.0,5.1,60.8,1,210.79,102.3,2.1,3.5,16.1,LOW,0
Ahmedabad,40.4,0.0,8.1,79.8,1,164.09,718.2,24.5,43.0,13.7,MODERATE,0
Kolkata,35.7,0.0,5.3,51.7,2,117.38,458.9,12.5,29.4,26.4,LOW,0
Pune,28.5,0.0,4.8,52.0,0,90.9,313.4,13.5,46.2,18.1,LOW,0
Pune,28.5,6.0,4.0,71.3,2,58.41,699.4,20.2,28.9,14.5,LOW,0
Bengaluru,27.9,29.7,2.0,82.2,15,392.45,22.5,63.5,411.9,86.0,MODERATE,1
Jaipur,39.5,0.0,1.9,66.7,11,497.16,11.7,75.8,254.2,71.6,LOW,1
Ahmedabad,38.6,4.0,10.9,94.1,2,52.39,372.8,17.4,5.8,28.2,MODERATE,0
Pune,32.9,0.8,4.8,85.2,3,53.94,551.4,9.0,59.1,12.1,MODERATE,0
Delhi,46.7,0.0,5.5,63.4,3,126.67,354.6,15.0,45.7,1.2,LOW,0
Mumbai,26.3,0.0,3.7,57.9,0,79.25,606.4,10.6,17.7,2.6,LOW,0
Hyderabad,40.2,0.0,7.3,47.8,2,71.4,227.6,13.8,5.1,4.1,MODERATE,0
Kolkata,39.0,0.0,4.0,45.0,1,95.29,648.8,24.5,51.8,27.5,LOW,0
Kolkata,32.2,14.9,4.1,69.8,3,118.21,202.3,22.0,43.9,8.6,MODERATE,0
Lucknow,30.9,8.2,5.1,79.8,1,85.63,510.9,0.7,55.7,28.8,LOW,0
Jaipur,39.5,0.0,1.8,70.5,0,185.94,520.2,23.4,5.2,5.8,LOW,0
Jaipur,36.9,0.0,8.2,52.4,3,202.13,150.6,4.2,69.0,14.9,LOW,0
Chennai,33.8,0.0,6.1,54.9,2,63.5,175.1,11.6,48.3,10.2,LOW,0
Jaipur,44.6,0.0,8.9,52.8,1,131.98,199.6,10.0,11.1,3.5,LOW,0
Jaipur,32.5,0.0,6.9,36.7,1,244.77,376.1,1.1,3.8,27.2,LOW,0
Pune,30.4,0.0,4.1,65.7,1,120.68,461.6,22.1,63.8,11.4,LOW,0
Bengaluru,30.3,29.1,2.8,82.1,2,162.41,436.5,12.2,59.1,22.1,LOW,0
Mumbai,34.1,3.0,9.0,66.6,1,148.03,123.4,1.4,50.1,7.4,LOW,0
Bengaluru,27.8,10.4,6.8,58.9,12,415.15,19.9,86.7,728.5,97.1,LOW,1
Hyderabad,39.1,6.8,0.0,79.3,0,131.27,45.9,9.3,13.8,7.6,LOW,0
Delhi,41.1,0.0,9.3,51.0,1,97.5,496.7,12.3,61.8,28.4,LOW,0
Chennai,30.3,0.0,5.0,57.7,1,103.06,488.6,9.0,43.6,14.6,LOW,0
Pune,30.1,0.0,7.3,53.7,1,173.01,615.1,8.8,19.2,28.7,LOW,0
Pune,30.9,0.0,10.0,60.1,1,71.34,463.3,14.2,71.2,22.5,LOW,0
Hyderabad,32.1,0.0,3.9,53.2,11,364.9,20.7,76.5,587.9,71.7,LOW,1
Pune,30.9,0.0,0.7,54.9,1,164.25,29.3,16.3,52.8,19.6,LOW,0
Delhi,30.9,0.0,3.5,53.6,3,159.61,289.8,20.2,46.8,11.7,LOW,0
Mumbai,32.6,53.3,4.5,67.2,1,201.52,389.8,15.6,60.6,25.2,MODERATE,0
Delhi,33.3,0.0,9.4,54.2,1,64.8,165.5,2.3,5.1,8.0,LOW,0
Delhi,37.3,0.0,3.8,63.6,0,205.69,72.6,13.9,19.8,7.3,LOW,0
Bengaluru,27.8,0.0,1.5,61.3,1,188.03,297.5,22.0,78.4,14.8,LOW,0
Hyderabad,43.8,0.0,6.2,57.2,0,115.66,352.5,20.0,3.7,4.8,LOW,0
Hyderabad,31.2,0.0,4.3,29.8,0,118.19,230.8,5.9,66.4,20.4,LOW,0
Pune,29.4,0.0,5.7,74.6,1,138.27,543.5,23.3,72.6,1.7,MODERATE,0
Lucknow,28.9,0.0,2.6,53.9,2,242.92,357.2,2.6,62.8,20.9,LOW,0
Pune,26.8,0.0,6.4,53.8,0,158.41,442.8,15.2,31.1,12.6,LOW,0
Jaipur,27.4,0.0,8.9,57.2,3,220.29,680.0,24.9,22.6,17.3,LOW,0
Hyderabad,33.4,31.4,0.0,84.2,1,231.91,491.0,16.1,44.8,1.4,MODERATE,0
Chennai,33.6,0.0,7.8,50.1,3,204.02,181.5,24.4,79.6,2.3,LOW,0
Lucknow,38.0,0.0,0.6,21.6,2,170.54,109.9,12.6,76.1,21.0,LOW,0
Ahmedabad,30.0,0.0,1.6,43.3,3,82.95,515.6,16.0,70.3,28.9,LOW,0
Mumbai,27.2,31.3,10.5,55.2,0,113.49,440.3,9.7,32.2,22.0,LOW,0
Mumbai,30.8,50.8,8.7,97.2,0,170.66,311.9,9.3,45.2,1.9,MODERATE,0
Chennai,29.6,0.0,2.4,57.3,1,66.55,388.3,22.1,44.1,18.5,LOW,0
Delhi,35.0,15.6,10.1,67.8,3,96.22,652.8,2.4,20.3,19.9,LOW,0
Jaipur,29.2,0.0,12.4,36.1,2,94.54,102.6,17.1,35.3,23.9,LOW,0
Kolkata,28.1,0.0,4.2,74.7,2,240.13,578.5,4.8,23.0,29.5,LOW,0
Kolkata,29.9,0.0,10.4,61.0,0,179.37,699.3,8.6,28.0,16.3,LOW,0
Ahmedabad,30.3,0.0,10.2,54.7,3,162.49,110.1,2.0,60.4,0.3,LOW,0
Bengaluru,20.8,0.0,3.1,36.4,11,372.24,7.0,91.5,393.5,60.7,LOW,1
Mumbai,34.8,7.9,7.1,86.6,0,90.39,131.7,12.0,42.3,28.5,LOW,0
Mumbai,31.6,29.6,4.9,84.6,2,119.03,36.2,6.3,24.7,18.5,MODERATE,0
Bengaluru,27.3,30.2,7.5,89.0,0,89.85,369.4,22.5,25.8,19.6,MODERATE,0
Lucknow,25.0,0.0,8.1,59.6,3,119.0,490.3,6.4,19.6,21.4,LOW,0
Hyderabad,29.4,0.0,6.7,80.4,2,217.28,340.3,14.8,42.7,28.2,LOW,0
Pune,34.1,0.0,8.5,37.5,0,115.37,113.3,1.7,35.8,4.9,LOW,0
Delhi,42.7,0.3,5.1,70.2,3,206.53,433.3,9.5,26.6,25.7,MODERATE,0
Ahmedabad,30.6,0.0,4.8,46.3,1,203.7,141.4,0.4,67.5,17.3,LOW,0
Delhi,43.8,0.0,0.0,31.3,1,80.0,375.3,5.3,6.0,18.5,LOW,0
Lucknow,24.9,10.2,1.2,70.2,2,123.42,351.8,20.0,36.9,1.9,LOW,0
Hyderabad,38.9,0.0,0.0,50.9,3,92.87,351.8,11.5,49.8,7.8,LOW,0
Pune,30.8,4.3,6.1,86.4,3,242.4,387.5,13.8,75.3,27.6,LOW,0
Lucknow,36.5,0.0,8.0,51.3,3,244.74,352.6,9.8,31.6,12.7,LOW,0
Lucknow,34.4,0.0,8.7,58.0,10,364.89,13.0,46.8,234.5,87.8,LOW,1
Kolkata,30.4,0.0,7.3,71.1,2,223.63,96.6,0.0,36.1,4.7,LOW,0
Mumbai,39.2,0.0,9.6,42.5,1,82.82,178.1,3.9,24.2,21.7,LOW,0
Kolkata,31.0,0.0,4.1,79.0,0,69.34,348.6,10.9,68.2,18.8,LOW,0
Chennai,36.6,0.0,5.6,78.3,8,497.49,17.2,57.5,187.5,61.8,LOW,1
Pune,30.4,17.6,5.1,81.3,0,132.77,426.4,6.4,28.3,6.4,LOW,0
Jaipur,41.4,0.0,10.6,46.4,2,146.66,423.5,12.3,58.7,17.0,LOW,0
Delhi,26.9,0.0,5.2,71.4,3,119.7,596.6,16.2,23.2,25.4,LOW,0
Lucknow,39.8,0.0,9.1,48.1,0,56.1,38.5,9.9,75.3,26.1,LOW,0
Lucknow,35.6,0.0,1.2,49.0,1,223.81,471.8,5.7,12.6,18.8,LOW,0
Mumbai,31.5,0.0,12.4,72.8,3,172.88,318.6,15.5,27.3,0.9,LOW,0
Kolkata,31.7,64.9,7.9,69.1,3,195.87,281.1,16.3,46.2,3.8,MODERATE,0
Delhi,39.9,0.0,9.4,79.9,14,311.11,4.4,74.6,630.6,63.1,LOW,1
Pune,34.9,0.0,0.0,62.5,1,233.23,689.1,23.2,21.0,7.0,LOW,0
Bengaluru,31.4,6.6,6.4,88.2,1,56.44,57.2,19.7,42.6,17.3,LOW,0
Pune,42.4,0.0,5.1,70.5,2,68.6,76.5,20.9,35.0,0.1,MODERATE,0
Jaipur,36.3,0.0,7.8,71.4,0,176.77,321.4,22.5,41.5,15.2,LOW,0
Pune,35.6,16.5,5.4,89.4,1,91.02,518.5,2.3,77.6,29.4,MODERATE,0
Delhi,35.0,0.0,8.5,41.0,7,398.86,14.5,61.8,548.5,95.1,LOW,1
Hyderabad,30.0,3.1,7.8,81.1,0,180.29,364.3,13.4,66.6,10.3,LOW,0
Delhi,34.1,0.0,6.5,62.3,0,179.51,307.0,13.3,40.6,21.3,LOW,0
Bengaluru,28.5,3.2,0.7,70.1,3,204.66,71.2,22.7,22.5,27.0,LOW,0
Pune,27.4,0.0,6.2,52.5,1,54.94,652.6,1.8,30.1,2.4,LOW,0
Ahmedabad,37.4,0.0,8.0,50.3,0,191.25,715.8,17.2,2.7,24.8,LOW,0
Lucknow,31.8,0.0,1.5,54.4,3,212.63,230.8,5.3,53.4,20.1,LOW,0
Mumbai,39.0,22.7,9.2,71.1,2,202.64,423.3,18.9,21.9,8.5,MODERATE,0
Kolkata,24.6,28.4,7.2,77.1,3,173.82,430.8,15.2,49.5,25.4,LOW,0
Ahmedabad,28.9,0.0,6.9,52.4,0,229.52,50.4,23.8,53.2,28.3,LOW,0
Lucknow,18.3,0.0,1.9,43.3,3,229.5,377.5,17.2,78.3,7.1,LOW,0
Ahmedabad,39.5,0.0,8.7,52.9,2,139.48,458.7,3.5,77.8,13.3,LOW,0
Kolkata,25.6,61.3,5.7,84.3,10,442.92,13.1,56.4,705.4,79.2,MODERATE,1
Pune,35.5,0.0,6.7,67.1,3,94.84,456.7,14.7,77.6,1.8,LOW,0
Pune,31.5,23.0,5.5,84.3,15,339.35,4.7,52.8,556.3,92.4,MODERATE,1
Mumbai,28.8,0.0,5.1,85.5,13,491.55,8.7,52.8,515.3,81.5,LOW,1
Pune,29.5,0.0,7.9,52.8,0,110.08,591.6,10.6,7.7,29.3,LOW,0
Kolkata,28.5,0.0,5.2,44.1,1,88.03,255.5,2.7,48.2,24.0,LOW,0
Chennai,29.2,0.0,10.5,31.4,2,54.35,190.7,13.6,57.4,26.4,LOW,0
Jaipur,54.1,0.0,11.0,49.7,0,68.21,198.8,7.1,51.8,4.8,MODERATE,1
Jaipur,18.1,0.0,5.8,48.9,1,228.94,46.9,20.3,44.9,16.4,LOW,0
Pune,28.4,0.0,7.9,36.4,3,120.55,595.6,13.5,24.3,13.1,LOW,0
Jaipur,35.9,0.0,8.7,69.0,6,405.83,23.1,45.4,594.0,98.5,MODERATE,1
Bengaluru,33.6,0.0,5.4,55.0,3,216.29,615.3,15.8,28.2,2.3,LOW,0
Delhi,34.5,10.2,3.9,89.7,0,66.69,226.3,13.6,22.1,6.6,LOW,0
Pune,32.7,8.8,7.9,93.6,1,173.24,193.4,24.7,76.2,16.9,MODERATE,0
Jaipur,33.9,0.0,6.8,63.8,2,196.59,187.0,9.3,11.8,15.2,LOW,0
Hyderabad,31.4,0.0,7.3,73.4,1,135.39,51.5,24.1,50.2,4.6,LOW,0
Mumbai,26.2,0.0,10.8,28.3,2,87.61,26.8,18.0,34.0,9.4,LOW,0
Mumbai,30.9,45.6,1.1,77.8,1,50.17,161.3,4.7,57.4,10.6,MODERATE,0
Kolkata,28.3,10.0,4.9,77.3,0,126.3,92.4,13.1,41.2,14.0,LOW,0
Hyderabad,29.9,0.0,3.6,45.2,9,388.76,6.5,55.8,306.3,67.8,LOW,1
Mumbai,32.7,119.4,4.3,90.0,3,172.35,531.2,19.0,61.7,19.9,ELEVATED,1
Kolkata,32.4,0.0,4.2,35.0,1,95.08,376.0,15.2,0.8,23.4,LOW,0
Delhi,34.3,0.0,7.2,51.6,3,206.48,40.0,24.2,64.8,22.5,LOW,0
Bengaluru,28.0,0.0,8.8,68.2,2,160.27,246.2,10.6,39.4,25.7,LOW,0
Bengaluru,22.8,0.0,2.9,75.1,1,199.88,327.4,2.7,21.3,7.8,LOW,0
Hyderabad,43.4,25.4,4.1,54.9,1,143.32,163.2,14.0,21.2,1.1,MODERATE,0
Lucknow,40.2,0.0,5.7,46.5,15,359.07,2.2,86.1,379.1,95.6,LOW,1
Pune,37.0,0.0,9.6,94.6,0,166.96,126.2,17.5,11.6,0.4,MODERATE,0
Chennai,33.0,0.0,5.5,34.7,1,148.19,156.5,8.7,57.4,6.5,LOW,0
Pune,27.1,0.4,6.7,89.4,2,101.34,333.3,16.5,35.2,20.9,LOW,0
Bengaluru,37.0,19.5,4.7,58.7,1,105.99,182.6,20.1,51.1,17.0,LOW,0
Chennai,27.0,2.7,6.5,71.6,3,186.34,211.0,20.4,28.7,14.4,LOW,0
Pune,26.5,1.2,3.8,67.1,2,174.5,355.3,19.5,18.8,22.6,LOW,0
Mumbai,32.8,120.0,9.1,98.1,1,169.02,703.8,11.2,55.0,16.2,ELEVATED,1
Lucknow,26.9,0.0,7.0,54.1,0,125.78,293.9,13.9,11.3,11.6,LOW,0
Chennai,35.4,0.0,0.0,52.6,0,191.43,73.0,18.9,43.7,8.4,LOW,0
Lucknow,20.4,0.0,2.5,63.6,3,214.78,357.8,12.0,25.5,23.4,LOW,0
Hyderabad,25.2,0.1,0.0,50.1,3,155.51,682.9,9.8,5.2,11.6,LOW,0
Delhi,39.5,9.4,2.0,64.0,8,496.7,5.7,46.2,353.2,95.4,MODERATE,1
Jaipur,33.1,0.0,5.9,34.2,2,228.45,511.2,3.7,69.4,9.0,LOW,0
Hyderabad,39.3,9.8,3.1,94.3,2,145.89,674.3,6.0,21.9,27.6,MODERATE,0
Jaipur,44.5,0.0,9.9,44.2,1,230.46,462.6,6.6,22.3,18.3,LOW,0
Mumbai,32.9,0.0,13.0,87.3,1,116.91,507.8,19.8,15.2,21.9,LOW,0
Chennai,33.1,0.0,7.2,62.8,3,229.08,120.3,21.3,75.9,10.8,LOW,0
Pune,29.9,0.0,5.6,54.6,0,123.72,494.6,13.2,30.6,13.5,LOW,0
Chennai,30.8,41.1,3.1,81.4,0,238.53,402.2,3.8,70.3,1.2,MODERATE,0
Delhi,40.0,0.0,8.0,55.3,8,315.69,11.3,45.9,623.1,98.8,LOW,1
Ahmedabad,40.0,0.0,3.6,63.6,2,161.8,276.2,16.0,21.7,23.8,MODERATE,0
Lucknow,35.2,0.0,2.4,53.8,1,219.74,141.8,17.6,11.7,23.6,LOW,0
Jaipur,30.8,0.0,6.5,37.2,13,446.9,12.4,41.1,545.6,93.2,LOW,1
Pune,32.4,0.7,5.3,86.6,2,102.76,511.6,23.8,56.8,13.3,LOW,0
Pune,23.5,0.0,8.1,53.3,15,397.7,19.9,56.7,489.7,73.8,LOW,1
Chennai,33.6,120.0,5.8,67.6,1,97.46,422.7,24.7,5.9,12.0,ELEVATED,1
Mumbai,32.8,84.2,7.3,85.3,1,192.25,519.8,2.9,45.6,17.1,ELEVATED,1
Delhi,35.6,0.0,1.5,35.0,2,168.24,698.5,3.9,68.2,21.1,LOW,0
Lucknow,34.0,0.0,4.7,49.3,1,72.42,289.2,19.4,33.4,29.2,LOW,0
Ahmedabad,46.0,0.0,9.3,62.7,3,120.26,262.7,8.2,19.4,18.3,LOW,0
Jaipur,33.2,0.0,11.2,57.3,0,158.29,451.6,12.0,47.9,5.4,LOW,0
Jaipur,30.1,0.0,12.7,31.3,1,207.59,509.0,4.8,4.2,27.1,LOW,0
Pune,28.7,0.0,2.3,62.4,2,146.72,305.6,9.3,50.2,0.3,LOW,0
Hyderabad,38.5,0.0,5.5,40.8,1,240.31,156.7,22.9,20.7,3.1,LOW,0
Delhi,27.9,0.0,7.7,47.7,0,198.56,78.3,14.2,34.3,0.5,LOW,0
Chennai,34.7,0.0,9.4,48.9,1,143.42,296.9,18.1,72.8,0.8,LOW,0
Hyderabad,37.1,16.1,4.5,85.4,1,241.5,343.2,5.2,56.6,8.5,LOW,0
Pune,29.6,0.0,4.4,54.0,3,213.08,210.1,12.8,53.0,16.5,LOW,0
Kolkata,32.4,5.8,4.1,96.5,2,141.26,43.9,23.0,34.5,6.1,LOW,0
Jaipur,43.4,0.0,6.0,54.1,3,60.11,448.6,15.7,70.3,18.9,LOW,0
Hyderabad,39.5,0.0,3.6,57.8,0,131.35,405.2,23.6,13.3,8.8,LOW,0
Delhi,40.1,0.0,7.0,41.2,2,241.5,687.2,7.0,58.5,17.4,LOW,0
Lucknow,31.0,27.4,3.9,88.8,3,87.85,395.3,7.9,42.1,23.4,MODERATE,0
Jaipur,43.2,0.0,3.9,42.8,1,128.61,464.8,22.3,47.0,18.4,LOW,0
Ahmedabad,36.9,0.0,3.8,39.2,1,73.82,674.7,7.4,19.3,1.1,LOW,0
Hyderabad,31.8,0.0,0.3,61.9,14,470.39,18.8,55.8,360.8,72.4,LOW,1
Mumbai,31.6,0.0,6.4,56.3,2,55.86,64.6,16.9,61.3,21.3,LOW,0
Chennai,33.9,3.6,5.1,85.3,2,164.78,322.0,6.6,60.9,15.9,LOW,0
Mumbai,34.7,0.0,13.7,61.3,8,492.25,6.7,40.5,432.0,74.4,LOW,1
Hyderabad,30.7,61.3,3.8,76.0,11,439.88,9.4,67.1,252.0,87.3,MODERATE,1
Delhi,44.2,0.0,5.2,60.5,2,80.53,142.4,0.1,25.7,2.7,LOW,0
Jaipur,45.3,0.0,8.0,64.6,1,168.98,379.0,0.1,44.4,28.0,MODERATE,0
Bengaluru,24.5,0.0,1.2,40.0,1,150.98,397.6,0.6,20.3,9.3,LOW,0
Kolkata,29.7,19.4,8.2,91.1,2,184.86,672.4,20.9,46.3,20.3,LOW,0
Hyderabad,39.9,33.2,6.8,79.4,0,160.46,164.5,19.9,28.7,28.7,MODERATE,0
Chennai,34.4,0.0,9.7,60.8,2,199.03,65.0,5.2,44.6,20.5,LOW,0
Chennai,37.5,38.5,8.5,88.9,2,133.35,522.6,22.5,10.3,8.0,MODERATE,0
Chennai,32.9,11.6,9.0,89.0,2,140.12,293.9,6.0,29.8,3.3,MODERATE,0
Chennai,29.9,27.7,7.6,73.6,0,112.8,366.8,5.0,56.9,16.1,MODERATE,0
Mumbai,29.4,21.6,8.8,80.3,8,477.88,22.0,67.6,674.4,74.5,LOW,1
Pune,37.3,86.0,8.2,85.6,0,143.47,527.7,12.4,34.6,12.3,MODERATE,1
Bengaluru,23.4,1.6,4.4,76.7,10,360.94,2.2,62.4,619.0,73.1,LOW,1
Mumbai,34.6,8.7,7.7,72.0,0,212.36,569.1,17.1,35.2,29.5,MODERATE,0
Hyderabad,39.2,1.4,0.0,100.0,3,233.06,216.4,9.4,52.8,9.9,LOW,0
Mumbai,32.4,0.0,7.9,39.1,3,232.78,280.1,16.8,18.0,7.2,LOW,0
Ahmedabad,48.1,0.0,3.5,79.5,0,114.12,422.0,18.0,44.0,23.6,MODERATE,1
Jaipur,47.4,0.0,7.7,47.8,11,310.43,3.3,82.1,389.2,86.9,LOW,1
Jaipur,33.8,0.0,4.5,42.1,3,95.63,158.0,14.8,59.3,9.6,LOW,0
Hyderabad,33.2,42.6,3.7,64.1,1,108.1,483.2,2.5,44.9,3.6,MODERATE,0
Jaipur,31.8,0.0,9.4,54.2,2,111.15,308.3,7.5,6.4,28.2,LOW,0
Pune,31.4,65.9,0.4,79.0,1,175.82,568.4,17.1,53.7,4.5,MODERATE,0
Delhi,40.9,0.0,3.4,55.4,7,471.34,13.7,42.8,783.3,93.1,LOW,1
Hyderabad,34.3,8.4,2.3,91.1,6,491.52,4.4,84.7,563.5,67.5,LOW,1
Delhi,28.5,11.5,3.8,80.5,1,122.68,621.9,11.7,17.1,28.0,LOW,0
Ahmedabad,45.2,0.0,1.6,67.5,1,205.95,190.4,6.4,24.6,17.9,LOW,0
Mumbai,32.9,0.0,5.9,27.6,2,249.94,231.4,24.5,16.2,3.3,LOW,0
Ahmedabad,43.8,0.0,4.6,69.1,0,209.46,492.4,10.9,20.5,1.8,LOW,0
Kolkata,27.0,0.0,7.1,45.5,0,72.73,548.4,17.9,12.3,1.8,LOW,0
Bengaluru,31.6,0.0,9.2,58.8,0,52.3,383.8,2.5,52.7,17.0,LOW,0
Lucknow,33.7,24.0,8.8,71.1,3,189.23,82.1,1.0,20.7,9.3,MODERATE,0
Hyderabad,35.3,0.0,8.1,47.7,8,361.45,9.6,44.9,707.0,83.7,LOW,1
Jaipur,34.5,0.0,7.3,45.2,3,99.43,653.5,22.7,34.7,2.8,LOW,0
Bengaluru,31.1,11.5,7.6,68.3,1,202.97,151.7,16.8,73.2,9.7,MODERATE,0
Delhi,24.0,0.0,6.2,70.6,0,87.03,180.9,16.5,37.5,15.0,LOW,0
Hyderabad,35.9,9.4,7.6,83.5,14,327.28,18.5,95.8,540.5,85.4,MODERATE,1
Hyderabad,34.6,0.0,6.6,63.0,2,190.55,716.3,16.5,63.5,0.8,LOW,0
Mumbai,29.8,45.6,6.8,70.2,0,247.91,104.6,3.2,10.4,20.4,MODERATE,0
Delhi,39.4,0.0,8.2,49.6,1,67.65,309.9,13.6,37.0,27.0,LOW,0
Hyderabad,32.2,0.0,7.4,38.4,0,219.59,344.2,14.9,67.6,24.4,LOW,0
Delhi,32.0,0.0,4.2,51.4,2,130.9,673.9,4.9,67.5,24.5,LOW,0
Ahmedabad,32.2,0.0,1.6,58.3,3,185.64,346.5,10.9,68.4,1.5,LOW,0
Kolkata,34.3,13.0,3.3,81.4,0,186.34,674.3,19.5,51.5,3.5,MODERATE,0
Chennai,37.1,0.0,7.1,40.6,2,79.99,253.5,3.4,58.0,4.8,LOW,0
Chennai,40.9,0.0,7.2,66.1,0,72.75,601.0,19.0,14.9,21.6,MODERATE,0
Delhi,32.8,0.0,5.5,59.1,3,61.73,32.0,17.5,22.3,10.0,LOW,0
Kolkata,37.7,20.7,8.1,77.2,0,156.14,666.4,5.2,48.4,12.1,MODERATE,0
Chennai,31.7,0.0,7.8,32.5,3,137.82,362.7,24.0,58.6,3.3,LOW,0
Ahmedabad,35.0,22.7,2.0,72.3,2,160.16,460.7,12.0,66.2,25.0,LOW,0
Ahmedabad,44.0,0.0,3.0,54.0,2,188.33,257.8,6.5,76.5,23.3,LOW,0
Chennai,36.2,0.0,8.2,60.7,1,154.95,49.0,0.7,48.4,9.8,LOW,0
Lucknow,32.6,0.0,4.8,69.0,1,74.11,554.9,11.0,68.4,22.2,LOW,0
Bengaluru,31.1,3.0,9.4,83.8,0,198.25,665.9,0.7,0.0,7.7,LOW,0
Pune,20.7,0.0,2.6,40.7,0,139.27,496.3,21.3,42.9,10.1,LOW,0
Kolkata,33.1,54.1,5.1,85.0,3,157.1,35.4,6.3,73.7,27.8,MODERATE,0
Ahmedabad,37.1,0.0,0.4,58.8,1,116.67,687.8,1.7,51.3,23.3,LOW,0
Mumbai,25.8,0.0,8.1,42.2,3,61.72,686.8,15.3,8.3,25.7,LOW,0
Mumbai,30.6,0.0,9.0,73.4,7,366.4,21.3,87.3,556.8,73.5,LOW,1
Bengaluru,29.2,0.0,8.4,60.4,0,215.97,338.0,21.6,7.1,24.7,LOW,0
Chennai,34.5,0.0,8.0,54.6,2,68.29,401.9,2.2,37.6,3.8,LOW,0
Mumbai,32.0,0.0,9.3,33.2,1,175.72,532.3,9.3,17.1,1.1,LOW,0
Chennai,35.7,0.0,7.5,33.8,0,94.83,97.9,23.8,22.3,13.3,LOW,0
Delhi,39.0,0.0,3.0,38.4,14,478.0,13.3,56.6,722.0,81.7,LOW,1
Bengaluru,31.5,4.1,2.2,89.5,12,412.73,15.9,92.2,654.3,85.2,LOW,1
Chennai,35.7,31.7,10.5,68.4,0,104.95,427.2,1.5,12.0,22.4,MODERATE,0
Ahmedabad,46.4,2.4,9.3,53.9,1,68.02,642.3,22.7,8.4,29.7,MODERATE,0
Mumbai,28.7,0.0,10.0,51.9,3,193.32,267.7,18.4,75.2,2.8,LOW,0
Lucknow,46.0,0.0,5.2,46.0,1,145.39,271.9,12.3,73.7,14.4,MODERATE,0
